,surgeon,hole,7113,1,2,Product-Producer,"During this procedure, the surgeon makes a small hole (fenestration) in the baffle to help relieve the symptoms of the original heart disease."
,letter,deathbed,1388,0,4,Entity-Origin,"The letter was sent from the deathbed of the former KGB spy, Alexander Litvinenko, who died this Saturday after being poisoned with radioactive poison earlier in the month."
 prototypical example,butter,jar,2191,0,3,Content-Container,"A small supply of butter was in a jar that stood on the hearth, and the eggs were kept in a basket that hung on a peg nearby."
,pants,pocket,2758,1,6,Component-Whole,I found a piece of paper in your pants pocket with the name 'Marylou' written on it.
,discussion,contrasts,6282,0,8,Message-Topic,The discussion here has made extensive reference to the contrasts between systems.
,trucks,batteries,3607,1,6,Component-Whole,"Both trucks run on lead-acid batteries, common in most vehicles."
 emperor was involved in the production of the ziggurat,ziggurat,emperor,5574,0,2,Product-Producer,"In fact, this is not so far removed from the famous ziggurat, the huge building erected by the emperor to communicate with the god Marduk."
,spam,mail server,3973,0,5,Entity-Destination,The spam already travels into the mail server.
,Glaucoma,blindness,1780,0,0,Cause-Effect,Glaucoma is one of the leading causes for blindness and currently about 90 million patients worldwide are affected by the disease.
,agave,nectar,1890,1,4,Entity-Origin,It's funny my friend just used agave nectar in his margaritas.
 The modality seems to be outside e1-e2.,discussion,people,2161,0,8,Message-Topic,In the course of the discussion it was pointed out that middle-class and lower-class people in the United States also seem to react differently to work.
,documentary,career,3756,0,8,Message-Topic,"A new documentary investigates the short career of GM's electric vehicle, the EV1."
,editor,changes,1916,1,2,Product-Producer,The editor improved the manuscript with his changes.
,patches,capillaries,2948,0,5,Entity-Destination,The patches immediately spread into the lymphatic capillaries of the surrounding intestinal tissue.
,girl,family,2960,0,5,Entity-Destination,The social worker has placed the girl into the loving family of a lawyer.
,pocket,coat,6479,0,6,Component-Whole,"With a pen procured from the pocket of his lab coat he jotted a quick note in the spiral, yelling, Driver! Why in the fuck aren't you pumping any gas?!?."
 the truck is made by the maker,truck,maker,2302,0,2,Product-Producer,The popcorn truck was improvised by an Armenian cabinet maker who came here in 1914 to escape Turkish massacres.
,coil,galvanometer,728,0,6,Component-Whole,The coil of the galvanometer is wrapped around a cylindrical form.
 the elements/music styles are part of the music.,music,folk,2964,1,6,Component-Whole,"Their music reflected different influences, combining elements of rock and roll, garage rock, folk and psychedelia."
,aircraft,sea,2435,0,5,Entity-Destination,The aircraft is landing into the sea.
,bark,trunk,4393,0,6,Component-Whole,The bark of this tree trunk presented an interesting pattern.
,essays,volume,3806,0,7,Member-Collection,There is a certain dissonance among the essays collected in this volume.
,stethoscope,doctor,5657,0,1,Instrument-Agency,The stethoscope gives the doctor clues as to the presence or absence of pathology.
,country,gentleman,7182,1,4,Entity-Origin,"The country gentleman, lodging at the Hotel de Mayence, Rue Saint-Honore, near the Place Vendome, one morning received a visit from a confidential agent of the Ministry, who was an expert in 'winding up' business."
" prototypical example, no movement",ball,bin,5428,0,3,Content-Container,Today I was there and I bought a ball that was in a bin with a ton of things placed on top of it.
,crew,member,4622,1,7,Member-Collection,"Just as Jack says, On deck, you scabrous dogs, to the very left edge of the screen over Jack's shoulder is a grip crew member with a tan cowboy hat, white short sleeve tee shirt and sunglasses, just standing there looking out to sea."
" This is a guess, I don't know what a screw driven Instron load frame is.",screw,load frame,4416,0,6,Component-Whole,Quasi-static tensile tests were performed on the specimens using a screw driven Instron load frame.
,streaks,meteoroids,2899,1,0,Cause-Effect,"Most of the streaks are caused by meteoroids about the size of a grain of sand, although meteoroids are porous and much less dense than sand."
,Contractions,irritation,215,1,0,Cause-Effect,Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve.
,charts,popularity,4814,0,8,Message-Topic,The Billboard charts tabulate the relative weekly popularity of songs or albums in the United States.
,door,dryer,5938,0,6,Component-Whole,I took a look at the way and in what direction the door of the dryer swings open since there was limited space in my laundry room.
,session,inter-loans,535,0,8,Message-Topic,The session discussed about inter-loans of performance sets.
,Water,erosion,3408,0,0,Cause-Effect,Water erosion is the detachment and removal of soil material by water.
 prototypical example,file,desk,5497,0,3,Content-Container,The file was in the desk of a researcher employed by Kenny MacAskill and Tricia Marwick who had been dismissed earlier in the month.
,researcher,slide,7047,1,1,Instrument-Agency,The researcher started the slide show with a blue slide showing an overview of all episodes of the task and left the adolescent alone.
 modality is outside,door,truck,3873,0,6,Component-Whole,He noticed a speck of blood on the man's thumb and what he thought were several corresponding drops on the driver's door of the truck.
,cheque,casket,4885,0,5,Entity-Destination,I've obediently banked in all his cash into my account and put a big fat cheque into his casket.
 Locative,items,stovetop,1082,-1,9,Cause-Effect,Other items advertised on TV simply melt the chocolate on the stovetop.
 (a) is satisfied,creation,designer,4701,0,2,Product-Producer,Bollywood stunner Koena Mitra sashayed down the ramp in a stunning creation by the designer.
 violates c.3,future,disarray,2057,-1,9,Entity-Origin,Their whole future is being thrown into disarray.
,rage,reading,4030,1,0,Cause-Effect,Raj driven to rage after reading about yet another weirdly spelled Web 2.0 company is struggling on TechCrunch.
,concerto,pop,1375,1,0,Cause-Effect,"The concerto comes from the pop of gas bubbles escaping the joints, snapping tendons and ligaments, and rickety arthritic joints."
 The motor system is part of the body.,system,participants,4267,0,1,Instrument-Agency,"Most importantly, the increase in BOLD activity in these regions was independent of the motor system that the participants used to express their decision."
,shelves,supermarket,2105,0,6,Component-Whole,"Leave the comfort food on the shelves in the supermarket, buy extra fruit and veg, that way you gorge on healthy stuff, It does work trust me, I do it often."
 (a) is satisfied,manufacturer,response,4399,1,2,Product-Producer,"When a fan of EA's golf game pointed out a flaw that Tiger Woods could play a Jesus Shot from on water, the game manufacturer's response was this viral featuring the man himself."
,plot,goldfish,3011,0,8,Message-Topic,The plot centers on a goldfish named Ponyo who befriends a five-year-old human boy.
 (a) is satisfied,textile,mill,6721,0,2,Product-Producer,A textile mill is a factory for making textiles.
 (a) is satisfied,communities,builder,4227,0,2,Product-Producer,I visited other communities the builder had built.
 Like a string.,rope,garlic,6916,1,6,Component-Whole,"A popular kitchen protection is a rope of garlic, onions or peppers."
,book,press,6195,0,2,Product-Producer,"And, even stranger, a book published by an academic press is made into a play."
 safety could be left out of e2.,inquiry,safety issues,4351,0,8,Message-Topic,The inquiry was confined to investigating marine safety issues.
,method,step,5032,1,6,Component-Whole,The method comprises a cleaning step of applying a cleaning fluid on the teats and/or the udder.
,grief,miscarriage,2100,1,0,Cause-Effect,"Marital breakdown is often attributed to unresolved grief from infertility, miscarriage, and the loss of a child."
,money,desk,2997,0,3,Content-Container,"At noon the money was in the desk, and in the evening the pocket book that contained the money, was left in the drawer with 40 cents, but $265 was missing."
,chemicals,roughness,2774,0,0,Cause-Effect,"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin."
" we refer to material as songs and the verb improvise means creates, negation is outside",musicians,material,1250,1,2,Product-Producer,"No material was prepared for the sessions, so the three musicians improvised an album's worth of material."
 A collective name.,kaleidoscope,butterflies,1184,1,7,Member-Collection,We used the scope to leisurely study the kaleidoscope of whirling and nectaring butterflies.
,companies,recession,4960,-1,9,Content-Container,"After massive companies were bailed out of the recession earlier this year, an advantage to cardholders started to be there."
" Very specialied, as most funny names of animal groupings.",siege,herons,256,1,7,Member-Collection,It was also home to a bale of snapping turtles and a siege of great blue herons.
,list,cities,6714,1,7,Member-Collection,The following is a list showing the 100 largest incorporated cities in the state of California ranked by population.
" The feeling here is that e2 is not a method, just an event. It's a bit wooly.",student,participation,6231,-1,9,Content-Container,The student demonstrates his/her understanding through active participation in the learning process.
 fig,cote,doves,5150,1,7,Member-Collection,Several of the street's whores had wended their way through the crowd and now cooed like a cote of perfumed doves as they strove to press their exposed flesh to him.
,dribbler,ball,7816,1,1,Instrument-Agency,During a dribble the dribbler keeps the ball on the side of his body that is away from the defender.
,machine,units,555,1,6,Component-Whole,This machine has two heating units and two cooling units.
,vocals,female,7234,0,0,Cause-Effect,"The backup vocals are from a rather talented female, Stephanie Eitel."
,gin,spirit,7569,0,4,Entity-Origin,"On the other hand, gin is distilled from a neutral grain spirit, which is then infused with juniper and a host of other botanicals."
,letter,bottle,1285,0,5,Entity-Destination,"He stuffed the letter into an empty lemonade bottle, corked it, tossed it overboard, and forgot."
 Purpose-Tool,mechanism,down-regulation,2060,-1,9,Entity-Destination,The inherent RNA silencing mechanism in plants has been effectively manipulated as a tool for the targeted down-regulation of genes.
,sugar,tea,1804,0,5,Entity-Destination,"Accidentally, I poured too much sugar into my tea."
" (a),(d) satisfied",holder,aircraft,1147,1,2,Product-Producer,The record holder folded his 10cm aircraft by hand from a single sheet of paper and did not use scissors or glue.
 the factory is involved in the production of condoms,factory,condoms,6625,1,2,Product-Producer,"Given the factory's primary product is condoms, the gay community's support is essential."
,rear,refrigerator,5950,0,6,Component-Whole,"Simple plastic covered wire baskets with wheels on a rail, allows access to the rear of the refrigerator."
 the syringe has been taken from the nurse,syringe,nurse,7634,0,4,Entity-Origin,I nicked a syringe from a nurse and got somebody to get me a lemon from the kitchen.
 modality is outside,fastener,platform,6245,0,6,Component-Whole,"The fastener and delivery mechanism are core components of the EndoGastric Solutions platform, which will continue to spawn a range of innovative products for NOS."
" Purpose-Tool, so - Other, the modality is outside e1-e2",medium,news,6400,-1,9,Component-Whole,"While Twitter is a powerful social medium for spreading news and information, some government agencies fear it could also be used by terrorists as a tool for communication."
,pneuroblasts,dam,6006,0,5,Entity-Destination,Newly generated pneuroblasts are migrating into the dam.
,marriage,conversation,3414,1,8,Message-Topic,Their marriage became the topic of conversation in all circles of society.
,female,cuffs,6968,-1,9,Product-Producer,The younger female got out rather easily from the cuffs and massaged her wrists.
,community,chaos,2874,-1,9,Message-Topic,Pulmonary Arterial Hypertension clinical community builds order from chaos.
,increase,list,7774,1,8,Message-Topic,The Board selected a list of expenditure reduction and revenue increase from the list attached to staff report.
,crane,arm,1859,1,6,Component-Whole,"As for the main attraction: the pnuematic function allowing the crane arm to be raised and lowered, well, it's a simple job made a little more complex."
,timber,vessel,5642,0,4,Entity-Origin,"The timber fell from the Russian registered vessel the Sinegorsk in the Channel on Monday, 14 miles off of New Haven, Sussex."
,brace,geldings,1829,1,7,Member-Collection,"Sam, who formerly was a sportsman, and in his apprenticeship used to frequent Barnet races, keeps a high chaise, with a brace of seasoned geldings."
 Purpose-Tool,heating,compost,4706,-1,9,Entity-Destination,They presented very extensive and detailed report on greenhouse heating with compost.
,colleagues,spectrometer,1749,1,1,Instrument-Agency,"She and colleagues exhaustively tested the sample, sequencing the proteins they found with a new and better mass spectrometer."
,salesman,scene,3524,0,4,Entity-Origin,There is this really funny scene where the tie salesman runs away from the crime scene.
 the lake is not a producer,palace,lake,4851,-1,9,Cause-Effect,The palace was built by the lake during the reign of the Umayyad caliph al-Walid I (705-715 CE).
,charger,system,3766,1,6,Component-Whole,Fuji Electric has developed a quick battery charger that copes with the regulations using a choke input system.
,exclusion,definition,2644,-1,9,Content-Container,This notifies the commencement of the exclusion of hospitals from the definition.
 the blower produces the vase,blower,vase,5537,1,2,Product-Producer,This picture shows a glass blower in one of Hebron's blown glass factories molding the hot glass paste into the bottom of a vase.
 The conceptual foundation is a creative work.,foundation,individuals,1324,0,2,Product-Producer,"The conceptual foundation for creation of the Internet was largely created by three individuals and a research conference, each of which changed the way we thought about technology by accurately predicting its future."
,Blood,animal,361,0,4,Entity-Origin,Blood arrives from the animal via suitable tubing and enters the pump.
 Canaille: a disorganized collection of things.,canaille,letters,4652,1,7,Member-Collection,"Instead of this set of Grub Street authors, the mere canaille of letters, this corporation of Mendicity, this ragged regiment of genius suing at the corners of streets in forma pauperis, give me the gentleman and scholar, with a good house over his head and a handsome table 'with wine of Attic taste' to ask his friends to, and where want and sorrow never come."
,variable,axis,2073,0,5,Entity-Destination,Each independent variable is moving into its axis constantly.
 locations cannot be instruments in this case.,Prospectors,trail,5692,-1,9,Entity-Origin,Prospectors seeking their fortune in the Colorado gold fields traveled to Denver on the Smoky Hill trail from Kansas and points east.
 study is an activity - violates (d),natural science,study,4331,-1,9,Message-Topic,Biology is the natural science concerned with the study of life and living organisms.
,interview,occasions,1333,0,8,Message-Topic,In a taped interview she recounted two occasions on which she had lent money.
,surgeon,robot,4479,1,1,Instrument-Agency,With robotic surgery the surgeon manipulates a robot to do the operation through the small openings.
,trawl,trove,6890,-1,9,Content-Container,A trawl through ancient copies of the Herts Advertiser threw up a treasure trove of information about the early days of the city's first ever cinema.
 (a) is satisfied,tombs,legions,5008,0,2,Product-Producer,"Some tombs were laboriously piled up by legions of coolies, others dug into hills."
,ear,lobes,161,1,6,Component-Whole,I have recently developed creases in my ear lobes.
,staff,philosophers,624,1,7,Member-Collection,"The academic staff at the UvH comprises scholars in humanistics, religious and cultural scholars, social scientists, philosophers and historians."
,unit,swordsmen,2567,1,7,Member-Collection,I also have a full unit of blighted swordsmen and the blessing of vengeance on my to seal shelf.
,kingfishers,centre,2767,0,5,Entity-Destination,Two beautiful sacred kingfishers have come into the discovery centre in the last few days.
,sighting,distance,6720,-1,9,Entity-Destination,Our first sighting of the mighty Mount Kinabalu was from quite a distance and it was still extremely impressive.
" Assumed that strategy is a document, or is in a document.",strategy,issues,3284,0,8,Message-Topic,"In this strategy we set out the main issues, priorities and tasks."
,throng,memories,4561,1,7,Member-Collection,"The first time we enter that interior court, the four sides of which each tell the history of a great period of architecture, we are dazzled by the throng of memories and ideas that start from these four great pages."
 b.1 allows abstract destination,complaints,door,6630,0,5,Entity-Destination,CSU Stanislaus students take complaints to President's door.
,charity,libraries,7505,-1,9,Cause-Effect,I'm running a charity that helps the poorest school libraries in the U.S.
 modality is outside,sculptor,figures,7752,1,2,Product-Producer,"The architect created the beautiful division of the space and the exact proportions, the sculptor produced the anatomically correct figures, and the painter knew how to blend forms and colours into perfect harmony."
,book,writings,4098,0,8,Message-Topic,It is a 2004 book criticizing the political and linguistic writings of Noam Chomsky.
,cub,home,3202,0,4,Entity-Origin,"After the distraught cub runs away from home, a mischievous storyteller called Bonifacio sweet-talks him into performing on stage."
 prototypical example,model,jar,1095,0,3,Content-Container,The clay model was in a jar wrapped in a Daily Mirror from 1947.
 The granny flat is an integral and functional part of the house.,house,granny flat,7279,1,6,Component-Whole,You own a house that contains a granny flat.
,irritation,soaps,7688,1,0,Cause-Effect,"The studies revealed that skin irritation from soaps, inaccessibility to supplies or sinks, and insufficient time to wash hands between every patient care contact were the main reasons given by healthcare workers for lack of handwashing compliance."
,teacher,information,2327,1,4,Entity-Origin,"In other words, when the teacher is the source of the information, the learning path tends to be teacher-to-learner."
,stick,pinwheel,3578,0,6,Component-Whole,The stick of the pinwheel is as simple as a pencil or as intricate as a carved stick or metal rod.
 Ditto.,formation,coalitions,1646,-1,9,Cause-Effect,"While most of the experimental literature focuses on individual contributions, many real-world problems involve the formation of coalitions."
,wisp,snipes,1331,1,7,Member-Collection,"A wisp of snipes utter their well known cry and scud over the heath, one of these is secured."
,bathroom,wash basin,5877,1,6,Component-Whole,"The bathroom comprises bath tub with electric shower, wash basin and WC."
,trembling,finches,483,1,7,Member-Collection,There's a trembling of finches on my lawn.
,prisoner,family,2782,0,5,Entity-Destination,The prisoner has been released into her new family.
,burn,spilling,7055,1,0,Cause-Effect,A 3-year-old boy sustains a chemical burn after the spilling of bleach onto his lower extremities.
 The plane is using nuts as fuel.,nuts,plane,456,0,1,Instrument-Agency,"In this manner, nuts from the Amazon powered a plane."
,electricity,reactors,7793,1,0,Cause-Effect,The electricity is produced by 440 nuclear reactors in 31 countries.
,pressure,acceleration,2931,1,0,Cause-Effect,The pressure was caused by the rapid power acceleration at the start.
,goal-keeper,team,2549,0,7,Member-Collection,Luke played the crucial role of goal-keeper in the team that defeated tournament favourites Croatia 6-4 in the final match.
,probes,orbit,3427,0,5,Entity-Destination,A few space probes have been placed into orbit around other bodies.
 mean of transport.,automobile,sheriff,4259,0,1,Instrument-Agency,Harry Loper had provided the automobile that the sheriff used to get the two men out of harm's way.
,wash water,sump pump,4024,0,5,Entity-Destination,Draining your wash water into an open sump pump was a bad idea.
,Cement,mason,1478,0,1,Instrument-Agency,"Cement mason means a person who finishes all concrete construction, such as floors, walls, ceilings, sidewalks, curbs and gutters."
,taste,ginseng,7654,1,0,Cause-Effect,"The taste is from the ginseng, not alcohol."
,artist,toolkit,1402,1,1,Instrument-Agency,The artist's development toolkit is one of a series of interactive artist's tookits.
 modality is outside,buttonhole,button,7038,-1,9,Cause-Effect,"Originally, the buttonhole accommodated a button sewn to the underside of the opposite lapel, thus allowing a man to button all the way up in brisk weather."
,stand,plovers,2579,1,7,Member-Collection,"And look, there goes a good stand of golden plovers, right clean away from the foreshores."
 (a) is satisfied,team,gardens,595,1,2,Product-Producer,"For the last two years, the team has constructed two gardens out of recycled materials."
" Borderline, how active is the contribution of the rain? It can't be Cause-Effect because food is a concrete substance.",rain,food,7459,-1,9,Product-Producer,The rain begets the food we eat.
,profits,books,7003,1,0,Cause-Effect,"All the profits from the books listed below are donated to the Norman Historic Preservation Program, Inc. (NHPP) to be used toward the renovation of the old Norman High School as a children's educational center and museum."
,skills,workshops,5880,1,8,Message-Topic,We teach conflict resolution skills to young people through workshops in schools and youth centres.
,player,hammers,6336,1,1,Instrument-Agency,"Another example is the hammered dulcimer, where the player holds the hammers."
,mentality,war,540,1,0,Cause-Effect,The war mentality was generated by the Iraq war in combination with the constant drum beat of fear at home.
" (a) is satisfied, modality and negation are outside",fireman,report,3255,1,2,Product-Producer,The fireman's report for the afternoon of January 11th stated the Banbury seam to be in good condition with no gas and good ventilation.
" the idea is a creative work (d) satisfied, (a) is also satisfied",students,ideas,2865,1,2,Product-Producer,The students also came up with ideas for further development.
 prototypical example,bottle,water,6168,1,3,Content-Container,"This video segment, adapted from ZOOM, demonstrates how to use a drinking straw and a bottle full of water to make low- and high-pitched sounds."
,goalkeeper,team,6428,0,7,Member-Collection,"This past summer, the goalkeeper helped her team advance to the finals of the W-League tournament."
,Criticism,storyline,2603,0,8,Message-Topic,Criticism was directed at its storyline.
" the room is ""clearly delineated in space"", so (a) is satisfied, we can remove the radioactive materials without changing the nature of the room, so (d) is satisfied.",room,radioactive materials,7586,1,3,Content-Container,The room contains radioactive materials.
,swelling,smoking,4177,1,0,Cause-Effect,The swelling of the vocal fold mucosa is caused by smoking.
,flood,deluge,171,1,0,Cause-Effect,The river had now turned into full flood after the deluge of rain a few days ago.
,meinie,knights,377,1,7,Member-Collection,"But, Lord King, he has with him a meinie of full forty knights."
 it is likely that the company is producing the mortar,mortar,company,6519,0,2,Product-Producer,Buy Owner is a brick and mortar company with a long term knowledgeable staff dedicated to providing your property with the maximum amount of exposure.
,trays,beaker,3043,0,5,Entity-Destination,The trays were placed into a mixed beaker of 4 drops Ivory liquid.
,drug,capsule,3551,0,5,Entity-Destination,The drug was put inside a capsule for a reason.
 inhabitants are not producers,ruins,inhabitants,766,0,2,Product-Producer,"Pearson identified the Bittangabee Bay ruins as having been built as a store house by the Imlay brothers, early European inhabitants."
,rye,spirits,1779,1,4,Entity-Origin,Tom's prominient selection of various rye spirits wins him kudos today.
,spacecraft,orbit,1341,0,5,Entity-Destination,"On 8 February 1992, Ulysses reached Jupiter for the gravity-assist manoeuvre that placed the spacecraft in a polar orbit."
 No communication here.,world,laws,1863,-1,9,Instrument-Agency,The world is governed by mathematical laws.
,sound,drum,371,1,0,Cause-Effect,The second biggest factor affecting the sound produced by a drum is the tension at which the drum head is held against the shell of the drum.
,bunch,crybabies,4969,1,7,Member-Collection,They are the biggest bunch of crybabies I have dealt with in my 30 years in Washington.
,flight,airport,2684,0,4,Entity-Origin,The flight departs from an airport on territory of a member state to which the Treaty applies.
 violates b.1 and c.3,people,torture,5726,-1,9,Member-Collection,An Afghan handed over innocent people into torture.
,combustibles,bunker,2342,0,5,Entity-Destination,The light combustibles are dropped in to a bunker as the combustible fuel for use in the steam boiler for generation of steam.
 Both the rug and the man come from the jar.,rug,jar,4033,0,4,Entity-Origin,"As they watch, the jar breaks open and a dark man with a rolled-up rug climbs from inside the jar."
 prototypical example,message,box,4396,0,3,Content-Container,The message was inside a box of Post Toasties.
,brown areas,drought,5071,1,0,Cause-Effect,"The brown areas are caused by drought, brown patch, take-all-patch, chinch bugs or grubs."
 The allegations are about the massacre.,allegations,massacre,1226,0,8,Message-Topic,There are allegations that the massacre was organized.
,houses,beneficiaries,1313,0,5,Entity-Destination,Three houses are handed over to beneficiaries.
,Sunflower,oil,7464,1,4,Entity-Origin,Sunflower oil is obtained by extracting oil from sunflower seeds.
,spring,hammer,3367,0,6,Component-Whole,"The small spring of the percussion hammer then forces the latter downward into the head of the striker, thus firing the mine."
,layout,computer displays,2239,1,6,Component-Whole,"The control layout in the cabin comprises computer displays, traditional control panels and two joysticks for con- trolling the crane arm."
 Tasty too.,hill,beans,5406,1,7,Member-Collection,"With each visit, the lamb shank gets better, tender and lemon-scented beside a hill of cannellini beans seasoned with oven-intensified tomatoes."
" prototypical example, no movement",data,database,1294,0,3,Content-Container,All of the data is stored in a Microsoft Access database.
" People should not be contents, instead the robber was located in the office.",robber,office,7877,-1,9,Cause-Effect,The robber was inside the office when the manager decided to take action and escape out the side door.
,instrumental,signature,5741,-1,9,Content-Container,"This acoustic instrumental (which has always been one of my favorites), makes an abrupt departure from the band's signature and dark-sounding metal riffs."
,windscreen,nozzles,3396,1,6,Component-Whole,The concept car Acura TL features a wiperless windscreen using a series of jet nozzles in the cowl to blow pressurized air onto the windscreen.
,company,fabrics,7435,1,2,Product-Producer,"To better follow the quality, the company manufactures itself the necessary fabrics, starting from the purchase of the yarn."
,wolf,pack,338,0,7,Member-Collection,"Instead of dominance and submission, he uses the terms assertiveness and passiveness to reflect the role of the wolf in the pack."
